facility_name(시설명),business_type(업종명),road_address(소재지도로명주소),jibun_address(소재지지번주소),latitude(위도),longitude(경도),business_status(영업상태명),has_transport_vehicle(운반용차량보유여부),has_storage_facility(저장시설보유여부),phone(전화번호),supervising_agency(관리기관명),as_of_date(데이터기준일자),provider_org_code(제공기관코드),provider_org_name(제공기관명)
(주)보정팜,일반종합도매,"서울특별시 동대문구 한천로 85, 3층 (답십리동)",서울특별시 동대문구 답십리동 2번지 12호,37.56924296,127.063699,영업,Y,Y,02-2038-4900,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
(주)비지비메딕스,일반종합도매,"서울특별시 동대문구 한천로 77, 4층 (답십리동)",서울특별시 동대문구 답십리동 2-43,37.56864439,127.0632084,영업,Y,Y,02-2088-5652,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
(주)엠디약품,일반종합도매,"서울특별시 동대문구 한천로 77, 5층 503~505호 (답십리동)",서울특별시 동대문구 답십리동 2-43,37.56864439,127.0632084,영업,Y,Y,02-921-1807,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
주식회사 이유엘,일반종합도매,"서울특별시 동대문구 답십리로59길 12, 지하1층 (답십리동)",서울특별시 동대문구 답십리동 2-35,37.57322652,127.0660945,영업,Y,Y,02-0000-0000,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
(주)케이팜,일반종합도매,서울특별시 동대문구 한천로 139 (답십리동),서울특별시 동대문구 답십리동 1번지 364호,37.57353606,127.0664982,영업,Y,N,02-537-0089,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
(주)주천약품,일반종합도매,"서울특별시 동대문구 전농로 35, 3층 (답십리동)",서울특별시 동대문구 답십리1동 268번지 4호 3층,37.5682419,127.0567837,영업,Y,Y,02-2247-4777,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
(주)네오웰빙,일반종합도매,"경기도 양주시 장흥면 호국로 487, 온유빌딩 3층",,37.715073,126.970199,영업,Y,Y,031-855-3209,경기도 양주시,2025-09-12,5590000,경기도 양주시
주식회사 유나팜,일반종합도매,경기도 양주시 장흥면 가마골로 299,,37.743934,126.9743761,영업,Y,Y,031-853-1844,경기도 양주시,2025-09-12,5590000,경기도 양주시
(주)디제이팜,일반종합도매,"경기도 양주시 광적면 부흥로 834, 2층",,37.817358,126.9863413,영업,N,Y,031-836-7786,경기도 양주시,2025-09-12,5590000,경기도 양주시
동원가스텍,기타,경기도 양주시 백석읍 월암로 162,,37.80870816,126.9559451,영업,Y,Y,000-0000-0000,경기도 양주시,2025-09-12,5590000,경기도 양주시
(주)복지종합가스,기타,경기도 양주시 칠봉산로131번길 34-26 (봉양동),,37.84693296,127.0791292,영업,Y,Y,031-858-7373,경기도 양주시,2025-09-12,5590000,경기도 양주시
(주)비와이메디팜,일반종합도매,"서울특별시 동대문구 답십리로66길 102-2, 202호 (장안동)",서울특별시 동대문구 장안동 184-24,37.56858417,127.0658467,영업,Y,N,02-2248-9850,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
(주)골드팜,일반종합도매,"서울특별시 동대문구 답십리로64길 73, 2층 (장안동)",서울특별시 동대문구 장안동 166번지 2호 2층,37.56956051,127.0662534,영업,Y,Y,02-2216-7300,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
(주)목화약품,일반종합도매,"서울특별시 동대문구 답십리로64길 73, 2층 201호 (장안동)",서울특별시 동대문구 장안동 166번지 2호,37.56956051,127.0662534,영업,Y,N,02-2245-9939,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
(주)우신팜,일반종합도매,"서울특별시 동대문구 답십리로64길 73, 2(일부)층 (장안동)",서울특별시 동대문구 장안동 166-2 2층 일부,37.56956051,127.0662534,영업,Y,N,02-2247-2211,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
제이에스바이오텍,일반종합도매,"서울특별시 동대문구 답십리로64길 73, 203호 (장안동)",서울특별시 동대문구 장안동 166-2 203호,37.56956051,127.0662534,영업,Y,N,070-4063-1092,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
(주)케이피더마,일반종합도매,"서울특별시 동대문구 답십리로 243, 지하1층 (장안동)","서울특별시 동대문구 장안동 139-7 , 지하1층",37.57286794,127.0674687,영업,Y,Y,02-3390-0456,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
(주)진영파마,일반종합도매,"서울특별시 동대문구 사가정로 207, 삼협메디스빌딩 지하 1층 (장안동)",서울특별시 동대문구 장안동 107-8 삼협메디스빌딩 지하 1층,37.57889125,127.0680164,영업,Y,Y,02-2215-6788,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
아세아약품㈜,일반종합도매,"서울특별시 동대문구 장한로10길 9, 3층 (장안동)",서울특별시 동대문구 장안3동 436번지 3호 3층,37.56541986,127.0679237,영업,Y,Y,02-2243-7542,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
신덕약품(주),일반종합도매,"서울특별시 동대문구 장한로12길 73, 3층 (장안동)",서울특별시 동대문구 장안1동 358번지 19호 3층,37.56470136,127.0716567,영업,Y,Y,02-927-6565,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
동인원건재약업사,한약도매,"서울특별시 동대문구 정릉천동로 58, 103호 (용두동)",서울특별시 동대문구 용두동 790번지 103호,37.57716422,127.0358063,영업,Y,Y,02-865-0505,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
디케이바이오,일반종합도매,"서울특별시 동대문구 안암로16길 25-1, 1층 (용두동)",서울특별시 동대문구 용두동 741-11,37.58104066,127.0294388,영업,Y,Y,02-2244-1237,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
삼전약품㈜,일반종합도매,"서울특별시 동대문구 안암로 46, 3층 (용두동)",서울특별시 동대문구 용두동 730-11 3층,37.58082431,127.0272338,영업,Y,N,02-925-4338,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
(주)허브코,한약도매,"서울특별시 동대문구 왕산로26길 23, 3층 (용두동)","서울특별시 동대문구 용두동 53-6 , 3층",37.57701705,127.036544,영업,Y,Y,02-969-9941,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
오행약품㈜,일반종합도매,"서울특별시 동대문구 천호대로 153-1, 2층 (용두동)",서울특별시 동대문구 용두동 39번지 809호 2층,37.57361739,127.0406406,영업,Y,Y,02-962-6677,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
보명약업사,한약도매,"서울특별시 동대문구 고산자로 406, 화성빌딩 608호 (용두동)",서울특별시 동대문구 용두동 29번지 4호 화성빌딩,37.57579916,127.0385749,영업,Y,Y,02-929-0164,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
(주)엠디오씨,일반종합도매,"서울특별시 동대문구 고산자로 410, 강동빌딩 비호 304호 (용두동)",서울특별시 동대문구 용두동 27번지 4호 강동빌딩 비호 304호,37.57626931,127.0387726,영업,Y,Y,1688-7517,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
동아에스티(주)서울지점,일반종합도매,"서울특별시 동대문구 천호대로14길 18, 1층 (용두동)",서울특별시 동대문구 용두동 252번지 6호 1층,37.57312904,127.0293828,영업,Y,N,02-920-8441,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
동아제약(주)서울지점,일반종합도매,"서울특별시 동대문구 무학로25길 16, 3층 (용두동, 동아제약(주))",서울특별시 동대문구 용두동 252번지 5호 지상3층,37.57353651,127.0296266,영업,Y,N,02-920-8441,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
(주)대디팜,일반종합도매,"서울특별시 동대문구 천호대로12길 19, 304호 (용두동)",서울특별시 동대문구 용두동 252번지 23호,37.57280051,127.0288776,영업,Y,N,02-2663-0403,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
㈜팜스웰,일반종합도매,"서울특별시 동대문구 왕산로9길 15, 2층 (용두동)",서울특별시 동대문구 용두동 220번지 20호 2층,37.57774633,127.0276701,영업,Y,N,02-921-3540,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
(주)두원파마,원료의약품도매,"서울특별시 동대문구 천호대로 72, 301호 (용두동)",서울특별시 동대문구 용두동 122번지 52호 301호호,37.57368641,127.0314246,영업,Y,N,02-953-2150,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
한신약품(주),일반종합도매,"서울특별시 동대문구 천호대로17길 65, 2층 (용두동)",서울특별시 동대문구 용두동 112번지 43호 2층,37.57688235,127.0321871,영업,Y,Y,02-924-5000,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
(주)한유유통,일반종합도매,"서울특별시 동대문구 천호대로17길 65, 4층 405호 (용두동)",서울특별시 동대문구 용두동 112-43 4층 405호,37.57688235,127.0321871,영업,Y,Y,02-927-8039,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
(주)뉴젠파마코리아,일반종합도매,"서울특별시 동대문구 천호대로17길 65, 404호 (용두동)",서울특별시 동대문구 용두동 112-43,37.57688235,127.0321871,영업,Y,N,02-0000-0000,서울특별시 동대문구청,2024-12-06,3050000,서울특별시 동대문구
(주)씨스타비에이치코리아,일반종합도매,"경기도 용인시 기흥구 동백죽전대로 207, 4층 (중동)",경기도 용인시 기흥구 중동 38,37.26101044,127.158681,영업,N,N,031-719-9612,경기도 용인시 기흥구보건소,2024-09-20,4050000,경기도 용인시
㈜케이아이씨팜,일반종합도매,경기도 용인시 기흥구 공세로 118 (공세동),경기도 용인시 기흥구 공세동 290번지 4호,37.234602,127.108828,영업,Y,Y,02-875-7901,경기도 용인시 기흥구보건소,2024-09-20,4050000,경기도 용인시
(주)지오팜,일반종합도매,"경기도 용인시 기흥구 강남로 9, 태평양프라자 301호 (구갈동)",경기도 용인시 기흥구 구갈동 579번지 2호 태평양프라자 301호,37.271513,127.1267551,영업,Y,Y,031-285-5075,경기도 용인시 기흥구보건소,2024-09-20,4050000,경기도 용인시
(주)씨에이치케미칼,원료의약품도매,"경기도 용인시 기흥구 흥덕중앙로 55, 리써밋타워 8층 813호 (영덕동)",경기도 용인시 기흥구 영덕동 975-5 리써밋타워,37.27663115,127.073044,영업,N,N,031-253-2317,경기도 용인시 기흥구보건소,2024-09-20,4050000,경기도 용인시
(주)서경실업,일반종합도매,"경기도 용인시 기흥구 덕영대로2033번길 54-1, 1(일부)층 (하갈동)",경기도 용인시 기흥구 하갈동 303번지 3호,37.262052,127.098013,영업,Y,Y,031-8007-3095,경기도 용인시 기흥구보건소,2024-09-20,4050000,경기도 용인시
(주)그린팜약품,일반종합도매,"경기도 용인시 기흥구 사은로 274-37, A동 2층 (지곡동)",경기도 용인시 기흥구 지곡동 442-1 2층 일부 A동,37.252514,127.137535,영업,Y,Y,031-212-0131,경기도 용인시 기흥구보건소,2024-09-20,4050000,경기도 용인시
케미팜(주),원료의약품도매,"경기도 용인시 기흥구 동백3로11번길 12, 2층 224호 (중동)",경기도 용인시 기흥구 중동 852번지 3호 브릭스타워,37.27021081,127.1531252,영업,Y,Y,031-227-5842,경기도 용인시 기흥구보건소,2024-09-20,4050000,경기도 용인시
메가메디(주),일반종합도매,"경기도 용인시 기흥구 한보라1로10번길 15, 3층 301호 (보라동)",경기도 용인시 기흥구 보라동 575번지 3호,37.25336408,127.1081732,영업,Y,Y,031-278-2628,경기도 용인시 기흥구보건소,2024-09-20,4050000,경기도 용인시
덕암물산주식회사,기타,경기도 용인시 기흥구 구성로438번길 6 (청덕동),,37.294261,127.155726,영업,N,N,031-281-2239,경기도 용인시 기흥구보건소,2024-09-20,4050000,경기도 용인시
(주)우선팜,일반종합도매,"경기도 용인시 기흥구 한보라1로10번길 15, 4층 406호 (보라동)",경기도 용인시 기흥구 보라동 575번지 3호,37.25336408,127.1081732,영업,N,N,031-235-0027,경기도 용인시 기흥구보건소,2024-09-20,4050000,경기도 용인시
주식회사 아큐메드,일반종합도매,"경기도 용인시 기흥구 흥덕2로105번길 6, 흥덕U프라자 304호, 309호 일부호 (영덕동)",경기도 용인시 기흥구 영덕동 974-10 흥덕U프라자,37.277282,127.073364,영업,Y,Y,031-214-2485,경기도 용인시 기흥구보건소,2024-09-20,4050000,경기도 용인시
(주)메디바이오템,일반종합도매,"경기도 용인시 기흥구 강남서로 9, 아카데미프라자 803호 (구갈동)",경기도 용인시 기흥구 구갈동 579번지 아카데미프라자,37.272136,127.126664,영업,N,N,070-8706-4281,경기도 용인시 기흥구보건소,2024-09-20,4050000,경기도 용인시
(주)앤시앤,일반종합도매,"경기도 용인시 기흥구 흥덕1로 5-20, 신일빌딩 4층 401-(나)호 (영덕동)",경기도 용인시 기흥구 영덕동 1271,37.2701025,127.064749,영업,N,N,031-548-0785,경기도 용인시 기흥구보건소,2024-09-20,4050000,경기도 용인시
(주)티피팜,일반종합도매,"경기도 용인시 기흥구 신정로 105-11, 가동 1층 (신갈동)",경기도 용인시 기흥구 신갈동 384번지 62호,37.28008817,127.101888,영업,N,N,02-598-8887,경기도 용인시 기흥구보건소,2024-09-20,4050000,경기도 용인시
(주)태성산업가스 경기충전소,의료용고압가스,"경기도 용인시 기흥구 중부대로 14-9, 1동 (영덕동, 경기자동차공업사)",경기도 용인시 기흥구 영덕동 533번지 4호,37.26689043,127.070898,영업,N,N,031-206-4002,경기도 용인시 기흥구보건소,2024-09-20,4050000,경기도 용인시
제이스팜,일반종합도매,"경기도 용인시 기흥구 한보라1로10번길 15, 4층 410호 (보라동)",경기도 용인시 기흥구 보라동 575번지 3호,37.25336408,127.1081732,영업,N,N,031-278-6361,경기도 용인시 기흥구보건소,2024-09-20,4050000,경기도 용인시
(주)항도덴탈,수입의약품도매,부산광역시 남구 수영로 258 (대연동),,35.13520858,129.094875,영업,Y,Y,051-622-2544,부산광역시 남구보건소,2025-08-13,3310000,부산광역시 남구
(주)케어플러스원,일반종합도매,"부산광역시 남구 수영로 12, 2층 1호 (문현동, 세종그랑시아아파트)",,35.13619559,129.0691279,영업,N,N,051-817-0991,부산광역시 남구보건소,2025-08-13,3310000,부산광역시 남구
(주)스타메디칼,일반종합도매,"부산광역시 남구 황령대로 488, 3층 (대연동)",부산광역시 남구 대연동 16-5,35.13820182,129.1071292,영업,N,N,051-612-3479,부산광역시 남구보건소,2025-08-13,3310000,부산광역시 남구
(주)메디캠프,일반종합도매,"부산광역시 남구 황령대로 486, 4층 2호 (대연동)",,35.13833088,129.1069583,영업,N,N,051-900-9911,부산광역시 남구보건소,2025-08-13,3310000,부산광역시 남구
(주)더메디어트,일반종합도매,"부산광역시 남구 수영로 26, 249호 (문현동, 대림문현시티프라자)",,35.13629096,129.0704606,영업,N,N,,부산광역시 남구보건소,2025-08-13,3310000,부산광역시 남구
(주)그린허브,한약도매,"부산광역시 남구 동명로92번길 91 (용호동, 미주상가 102호)",,35.11645662,129.1084356,영업,N,Y,051-625-6882,부산광역시 남구보건소,2025-08-13,3310000,부산광역시 남구
(주)광명생약,일반종합도매,"부산광역시 남구 동명로152번길 93, 용호시장 3층 일부호 (용호동)",,35.114912,129.112793,영업,Y,N,051-611-2257,부산광역시 남구보건소,2025-08-13,3310000,부산광역시 남구
(주)광명생약,한약도매,"부산광역시 남구 신선로 340, C동 1층 (용당동)",,35.117053,129.095927,영업,Y,Y,051-611-2257,부산광역시 남구보건소,2025-08-13,3310000,부산광역시 남구
진안산소,의료용고압가스,전북특별자치도 진안군 진안읍 쇠징계로 1-6,전북특별자치도 진안군 진안읍 군상리 79번-12,35.798643,127.4356047,영업,Y,Y,063-432-5285,전북특별자치도 진안군청,2025-08-14,4731000,전북특별자치도 진안군
한일가스 산소,의료용고압가스,전북특별자치도 진안군 진안읍 진장로 6,전북특별자치도 진안군 진안읍 군상리 402-24,35.79201698,127.4320037,영업,Y,Y,,전북특별자치도 진안군청,2025-08-14,4731000,전북특별자치도 진안군
동의당건재한약품,한약도매,경상남도 사천시 중앙로 76-1,,34.93284707,128.0766588,영업,Y,Y,,경상남도 사천시청,2025-08-14,5340000,경상남도 사천시
(유)동아가스산업,기타,경상남도 사천시 사천대로 718,,34.98480104,128.0571236,영업,Y,Y,055-834-3688,경상남도 사천시청,2025-08-14,5340000,경상남도 사천시
(합)와룡에너지,기타,경상남도 사천시 사천대로 712,,34.98425114,128.0571122,영업,Y,Y,055-832-1788,경상남도 사천시청,2025-08-14,5340000,경상남도 사천시
동산가스,기타,경상남도 사천시 사천읍 두량로 334-5,,35.10461564,128.1170688,영업,Y,Y,055-852-8864,경상남도 사천시청,2025-08-14,5340000,경상남도 사천시
라피엘,일반종합도매,"경기도 용인시 수지구 정든로6번길 2, 그린피아 405-207호 (죽전동)",경기도 용인시 수지구 죽전동 452-6 그린피아,37.327199,127.112872,영업,N,N,070-8014-8682,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
메디케이,일반종합도매,"경기도 용인시 수지구 상현로 5, 상현프라자 4층 401-Y호 (상현동)",경기도 용인시 수지구 상현동 354-1 상현프라자,37.30303927,127.0748858,영업,N,N,,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
(주)성주약품,일반종합도매,"경기도 용인시 수지구 용구대로 2776, 현대자동차 3층 (죽전동)",경기도 용인시 수지구 죽전동 877-8 현대자동차,37.33326595,127.109303,영업,Y,Y,031-896-7929,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
브이에이피 리서치,일반종합도매,"경기도 용인시 수지구 동천로 79, 2층 (동천동)",경기도 용인시 수지구 동천동 351-3,37.3391747,127.0947518,영업,N,N,031-263-9067,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
주식회사 팜스아이트리,일반종합도매,"경기도 용인시 수지구 현암로 154, 거풍프라자 507-C15호 (죽전동)",경기도 용인시 수지구 죽전동 1190-1 거풍프라자,37.3314859,127.1264537,영업,N,N,,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
주식회사 올론테크,원료의약품도매,"경기도 용인시 수지구 상현로 5, 상현프라자 4층 402-더블유호 (상현동)",경기도 용인시 수지구 상현동 354-1 상현프라자,37.30303927,127.0748559,영업,N,N,031-898-0809,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
㈜서울지오팜,일반종합도매,"경기도 용인시 수지구 문인로 30-1, 그랜드백화점 105호 물류센터(동천동)",경기도 용인시 수지구 동천동 851-1번지 그랜드백화점 105호 물류센터,37.3348689,127.098621,영업,Y,Y,032-510-8200,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
㈜지바이오텍,원료의약품도매,"경기도 용인시 수지구 용구대로2772번길 5, 죽전동 3층 (죽전동)",경기도 용인시 수지구 죽전동 879-11번지 죽전동 3층,37.33316621,127.1097829,영업,N,N,031-272-3696,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
(주)지수리오단약품,일반종합도매,"경기도 용인시 수지구 성복2로 17, 수지골드프라자 B123호 (성복동)",경기도 용인시 수지구 성복동 33-1번지 수지골드프라자 B123호,37.31083465,127.0811963,영업,Y,Y,070-7547-7335,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
알엠에스코리아(주),일반종합도매,"경기도 용인시 수지구 풍덕천로181번길 4-19, 풍덕천동 (풍덕천동)",경기도 용인시 수지구 풍덕천동 734-5번지 풍덕천동,37.32701882,127.1002532,영업,Y,Y,031-261-6383,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
누리팜텍,원료의약품도매,"경기도 용인시 수지구 현암로 119, 죽전메디뷰 602호 죽전동(죽전동)",경기도 용인시 수지구 죽전동 1177-3번지 죽전메디뷰 602호 죽전동,37.33195065,127.1224283,영업,Y,Y,031-897-1618,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
(주)신덕팜,일반종합도매,"경기도 용인시 수지구 문인로 30, 그랜드백화점 101호 물류센터(동천동)",경기도 용인시 수지구 동천동 853-1번지 그랜드백화점 101호 물류센터,37.33400641,127.1001473,영업,Y,Y,031-218-3200,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
(주)성주약품,일반종합도매,"경기도 용인시 수지구 용구대로 2776, 현대자동차 3층 죽전동(죽전동)",경기도 용인시 수지구 죽전동 877-8번지 현대자동차 3층 죽전동,37.33326595,127.109303,영업,Y,Y,031-896-7929,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
(주)폴리,일반종합도매,"경기도 용인시 수지구 성복2로 286, 성복동 3층 (성복동)",경기도 용인시 수지구 성복동 538-3번지 성복동 3층,37.31966573,127.0564865,영업,Y,Y,031-897-0900,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
하나메디팜(주),일반종합도매,"경기도 용인시 수지구 문인로 30-1, 그랜드백화점 102호 물류센터(동천동)",경기도 용인시 수지구 동천동 851-1번지 그랜드백화점 102호 물류센터,37.3348689,127.098621,영업,N,N,031-263-0941,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
브이에이피 리서치,일반종합도매,"경기도 용인시 수지구 동천로113번길 5, 동천동 2층 (동천동)",경기도 용인시 수지구 동천동 941-7번지 동천동 2층,37.33728383,127.0915713,영업,N,N,031-263-9067,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
메디안,일반종합도매,"경기도 용인시 수지구 진산로 28, 상가1동 203호 상현동(상현동, 성원상떼빌아파트)",경기도 용인시 수지구 상현동 30번지 성원상떼빌아파트 상가1동 203호 상현동,37.31479774,127.0926313,영업,N,N,,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
씨디씨코리아주식회사,일반종합도매,"경기도 용인시 수지구 동천로 17, 신영프라자 403호 동천동(동천동)",경기도 용인시 수지구 동천동 181-2번지 신영프라자 403호 동천동,37.34116064,127.1010407,영업,N,N,070-4517-0030,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
제이에스파마 주식회사,일반종합도매,"경기도 용인시 수지구 정든로6번길 2, 그린피아 503호 죽전동(죽전동)",경기도 용인시 수지구 죽전동 452-6번지 그린피아 503호 죽전동,37.32718919,127.1128733,영업,Y,Y,031-889-6057,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
지에이치약품,일반종합도매,"경기도 용인시 수지구 광교중앙로 304, 상현동 801호 (상현동)",경기도 용인시 수지구 상현동 1131-6번지 상현동 801호,37.2971016,127.0695934,영업,N,N,,경기도 용인시 수지구보건소,2024-09-20,4050000,경기도 용인시
일양약품㈜,일반종합도매,경기도 용인시 기흥구 하갈로 110 (하갈동),경기도 용인시 기흥구 하갈동 182번지 4호 일양약품,37.25652038,127.1015228,영업,Y,Y,02-570-3791,경기도 용인시 기흥구보건소,2024-09-20,4050000,경기도 용인시
멕센팜(주),일반종합도매,"경기도 용인시 기흥구 동백죽전대로527번길 100-43, 4(일부)층 (중동)",경기도 용인시 기흥구 중동 1111번지 4호,37.283626,127.1412054,영업,N,N,031-548-0062,경기도 용인시 기흥구보건소,2024-09-20,4050000,경기도 용인시
(주)티에스바이오팜,일반종합도매,"대전광역시 동구 한밭대로 1221, 201호 (용전동)",대전광역시 동구 용전동 11-7,36.35834638,127.4340698,영업,Y,N,042-625-5272,대전광역시 동구청,2025-08-04,3640000,대전광역시 동구
코트엠씨,일반종합도매,"대전광역시 동구 물류로 4, 남대전NK리움힐타워 4층 406호 (구도동)",대전광역시 동구 구도동 346,36.27274707,127.4688257,영업,Y,N,,대전광역시 동구청,2025-08-04,3640000,대전광역시 동구
금강약품,일반종합도매,"대전광역시 동구 산내로 1288-8, 209호 (낭월동)",대전광역시 동구 낭월동 644,36.27838129,127.4697392,영업,Y,N,,대전광역시 동구청,2025-08-04,3640000,대전광역시 동구
금강헬스케어,일반종합도매,"대전광역시 동구 동부로 27, 301-1호 (판암동)",대전광역시 동구 판암동 522,36.31958365,127.4567215,영업,Y,N,,대전광역시 동구청,2025-08-04,3640000,대전광역시 동구
이안메디칼,일반종합도매,"경기도 부천시 원미구 상동로117번길 37, 401호일부호 (상동)",경기도 부천시 원미구 상동 533-7,37.50764837,126.7513487,영업,N,N,032-322-9893,부천시보건소,2025-12-17,3860000,경기도 부천시
유정약품,일반종합도매,"경기도 부천시 오정구 평천로738번길 5, 세림빌딩 3층 전체 (삼정동)",경기도 부천시 오정구 삼정동 350-3,37.51486596,126.7727389,영업,Y,Y,032-662-7588,오정보건소,2025-12-17,3860000,경기도 부천시
유나케어,일반종합도매,"경기도 부천시 원미구 상동로117번길 49, 아트프라자 3층 305호 (상동)",경기도 부천시 원미구 상동 533-3,37.50774117,126.7506632,영업,N,N,02-2691-1077,부천시보건소,2025-12-17,3860000,경기도 부천시
온헬스케어주식회사,일반종합도매,"경기도 부천시 원미구 소향로13번길 28-6, 대양프라자 301일부호 (상동)",경기도 부천시 원미구 상동 545-1,37.50490475,126.7495242,영업,N,N,,부천시보건소,2025-12-17,3860000,경기도 부천시
에스메디팜,일반종합도매,"경기도 부천시 원미구 중동로248번길 105, 조이럭타운 602호 일부호 (중동)",경기도 부천시 원미구 중동 1138-1,37.501240,126.774600,영업,N,N,,부천시보건소,2025-12-17,3860000,경기도 부천시
신일특수가스,의료용고압가스,경기도 부천시 오정구 석천로398번길 39 (삼정동),경기도 부천시 오정구 삼정동 94-2,37.52325349,126.7693057,영업,Y,Y,,오정보건소,2025-12-17,3860000,경기도 부천시
신명약품,일반종합도매,"경기도 부천시 원미구 송내대로265번길 59, 한솔프라자 405호일부호 (상동)",경기도 부천시 원미구 상동 536-4,37.50718875,126.7553966,영업,N,N,,부천시보건소,2025-12-17,3860000,경기도 부천시
수약품주식회사,일반종합도매,"경기도 부천시 원미구 중동로248번길 52, 네이버시티빌딩 3층 305일부호 (중동)",경기도 부천시 원미구 중동 1145-2,37.50118292,126.7716374,영업,N,N,032-665-8544,부천시보건소,2025-12-17,3860000,경기도 부천시
성산코리아(주),일반종합도매,"경기도 부천시 원미구 소향로13번길 14-11, 대야하이빌 2층 202호, 201일부호 (상동)",경기도 부천시 원미구 상동 545-18,37.50453838,126.7498976,영업,Y,Y,032-715-5277,부천시보건소,2025-12-17,3860000,경기도 부천시
부천종합가스,의료용고압가스,경기도 부천시 오정구 석천로398번길 39 (삼정동),경기도 부천시 오정구 삼정동 94-2,37.52325349,126.7693057,영업,Y,Y,032-673-7723,오정보건소,2025-12-17,3860000,경기도 부천시
부천약품,일반종합도매,"경기도 부천시 원미구 중동로 382, 2층 우측사무실 (약대동)",경기도 부천시 원미구 약대동 100-1,37.51390077,126.7703445,영업,N,N,,부천시보건소,2025-12-17,3860000,경기도 부천시
부원상사,의료용고압가스,경기도 부천시 오정구 석천로398번길 39 (삼정동),경기도 부천시 오정구 삼정동 94-2,37.52325349,126.7693057,영업,Y,Y,032-673-4405,오정보건소,2025-12-17,3860000,경기도 부천시
바로약품(주),일반종합도매,"경기도 부천시 원미구 소향로 25, 서해프라자 504호일부호 (상동)",경기도 부천시 원미구 상동 546-6,37.50396434,126.7506606,영업,N,N,032-323-3308,부천시보건소,2025-12-17,3860000,경기도 부천시
모던케어,일반종합도매,"경기도 부천시 원미구 송내대로73번길 46, 대양훼미리코아 7층 701일부호 (상동)",경기도 부천시 원미구 상동 407-1,37.49052014,126.7515802,영업,N,N,,부천시보건소,2025-12-17,3860000,경기도 부천시
명품메디칼주식회사,일반종합도매,"경기도 부천시 소사구 안곡로 110, 3층 (괴안동, 스카이뷰)",경기도 부천시 소사구 괴안동 69-12,37.4795447,126.8139611,영업,Y,Y,070-8668-6900,소사보건소,2025-12-17,3860000,경기도 부천시
